"exercise_id","exercise_name","muscle_group","max_priority","risk_regions","movement_patterns","source_packages","suggested_contraindications","suggested_pain_limitation_tags","suggested_regressions","suggested_equivalent_substitutes","suggested_progressions","suggested_equipment","conflict_notes","reviewer_status","reviewer_name","reviewed_at","reviewer_notes","approval_decision_reason","ready_for_upsert"
"3b123e3c-8ba7-4b27-9931-ac94f47bfc29","Glúteo Semiflexionado Polia Banco","glúteo","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"9858eb03-5e8e-463c-82ea-98d1635c4e2d","Panturrilha Leg 45","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"9f7ecac4-8233-4a7e-95a7-c60dbace22d3","Panturrilha Leg Horizontal","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"7bc7e3ba-a138-4a2b-b069-e6eb642ebe90","Panturrilha Sentado Máquina","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"7cf75d18-f767-4032-ba36-b3ffc33beaaa","Panturrilha Smith com Step","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"41013fda-c824-4342-9f52-7f8d2dd0a54b","Panturrilha Unilateral Step/Degrau","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"1d8626a7-58e1-40d3-8ca8-396b57c233eb","Panturrilha em Pé Máquina","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"054f9822-2e74-46ba-b97d-23cf1823baf9","Triset Panturrilha com Rotação","panturrilha","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"b5b7247a-e72d-4010-aec7-b0f21a8e5fa1","Biset Tríceps Polia + Inverso Polia Barra","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"39a9d0bc-1aaf-4838-a14d-4e516b15d075","Biset Tríceps Polia + Testa Polia Barra","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"86ee3559-0d35-47b2-877a-cb078d56d975","Biset Tríceps Polia + Testa Polia Corda","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"2440c002-d2bb-4a9a-bb38-8b45a58016fd","Tríceps Abdução Horizontal Unilateral Polia","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"4f44fac9-f032-48aa-a936-f088f8a76709","Tríceps Francês Em Pé","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"99e2a39b-507d-4e8a-b260-6f5e4dae07c5","Tríceps Francês Polia Corda","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"59de661a-23a1-41d3-9a1e-ee21d77401ae","Tríceps Francês Sentado","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"5112d74f-de07-4f65-86c1-9e2d0668d69f","Tríceps Francês Unilateral Halter","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"a545e43e-bbd1-414c-8b73-2e9aa3fc4ddb","Tríceps Francês polia barra","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"fee75457-aeea-4070-8b1c-de33d8f0f0fe","Tríceps Inverso Polia","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"d06f7cc9-380d-4fb1-9b60-5bd92a25dc22","Tríceps Polia Barra","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"ecdca299-adb9-46e7-bc96-adf9dfff162a","Tríceps Testa Barra Banco 45","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"043b569d-b13d-4ff7-9d4e-a552ff9d85ef","Tríceps Testa Barra Banco Reto","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"7bfed90c-0875-45ea-af5e-beb5ce49cb60","Tríceps Testa Barra Solo","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"0d3eb594-ecb2-43e7-b70d-a8b272db3a42","Tríceps Testa Halteres Banco 45","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"883f77a1-c25f-4626-aed5-9d18c8955508","Tríceps Testa Halteres Banco Reto","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"df73c501-7916-4e9c-bc78-08c79d9e5c85","Tríceps Testa Halteres Solo","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c4cd4956-93f0-4170-a2c9-753e459a7a80","Tríceps Testa Polia Barra","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"819d50d1-34ac-418b-a989-f71937578072","Tríceps Testa Polia Corda","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c46d79a5-e3ff-4c1e-a21c-091b66cbde1a","Tríceps Unilateral Cruzado Polia","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"5f69e25e-47af-4774-8ece-61066a4e2e47","Tríceps Unilateral Polia","tríceps","P3","","isolado_acessorio","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"0b750f44-3c98-4a5a-8cde-3ea11dd2bf61","Fisio Cervical: flexores profundos do pescoço","Fisioterapia","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"bac3e3b4-24ab-4f6a-ac7c-1e777a3b5a34","Fisio Cervical: rotação com auto-resistência","Fisioterapia","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"c0464d7f-5b14-4336-83ef-5c7933116d73","Couch stretch (alongamento de quadril)","Mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"6601637d-61f2-40cd-ab2f-bc9aa45c7825","Mobilidade de punho (4 direções)","Mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"2b64e2db-f402-4b68-ba0b-94182de8dea0","Mobilidade de tornozelo na parede (knee-to-wall)","Mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"edca7177-f6c5-4906-8e21-8ba3d1c84eae","Mobilidade 90/90","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"743974e1-4d5d-4fd6-8e50-7609e86b707f","Mobilidade 90/90 completa","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"ae0aafea-1686-4d2e-9393-1108049e9926","Mobilidade Buda","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"6c26cf55-546d-4b04-add0-ba4d5bda1755","Mobilidade Cat-Cow","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"917da140-0856-4ef2-97c0-6d0e636b40de","Mobilidade Hiperextensão Torácica Rolinho","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"c829d03a-9b66-41a5-b6e8-db237e017812","Mobilidade Torácica Bastão","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"f92713c4-e9fa-4048-96e6-286f9b53455b","Mobilidade Torácica Rotação","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"25c14693-7751-4ce7-ba27-ccbf02a2aa5e","Mobilidade Torácica Semiajoelhado","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"8927006c-0c4b-4163-b151-745fa1d0a8f3","Mobilidade de Quadril Frog","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"fc740c2a-3afc-4cdb-a361-d78fac243ee7","Mobilidade de Quadril Lateral","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"836f33a9-24ee-4ec9-adef-23d984bbdaf4","Mobilidade de Quadril e Tornozelo","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"957ea2e1-954d-4af7-8c95-8e08c43217e6","Mobilidade de Quadril e Tornozelo com Alongamento","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
"41733afe-1af1-444e-85da-91dbecaa2c1a","Mobilidade de Quadril foco em Adutores","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar)","needs_review","","","","","false"
"3f384f30-1259-4e27-a7bf-70889243ac41","Mobilidade de Tornozelo","mobilidade","P3","","mobilidade","catalog_delta","","","","","","","sem metadata: contraindications/pain tags/substitutos/regressoes a definir pelo revisor (nunca inventar) | sem target primario: confirmar musculo-alvo","needs_review","","","","","false"
